,Unnamed: 0,post_id,post_date,post_text,nlikes,nreposts,ncomments,comm_id,user_id,comm_date,comm_text,owner_id,parents_stack,thread,attachments,is_from_post_author,deleted,reply_to_user,reply_to_comment
1435,1435,417,1381695355,У нас на фестивале 15 новых трасс от Стаса Фофанова. Спешите их залезть.,7,2,2,418,212142,1381731155,а с прыжками трассы есть? ),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1436,1436,417,1381695355,У нас на фестивале 15 новых трасс от Стаса Фофанова. Спешите их залезть.,7,2,2,419,193242675,1381740881,"[id212142|Наталия], есть!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,212142.0,418.0
1437,1437,414,1381434164,,1,0,1,415,2968349,1381481547,гы :)),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1438,1438,407,1381128497,"Телефон скалодрома , абонент не абонент))) подскажите как до вас дозвониться? Плиииззз.",0,0,1,408,11873065,1381134819,По понедельникам скалодром работает с 15.00,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1439,1439,396,1379966216,"После 7 дней фестиваля определились первые лидеры.
У парней:
1 - Крячков Е. и Антонов О. по 14 трасс;
3- Фофанов С., Хайдуков Н. и Пейсахович О. по 13 трасс.
У девушек:
1- Иноземцева Н. 10 трасс;
2 - Ладная Е. 9 трасс;
3- Растворова Г. 7 трасс.",2,0,1,420,33908677,1381752537,"Игорь, блин, не знаешь как фамилии сотрудников пишутся))) Фофонов))",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1440,1440,394,1379795206,"Ребят, я могла обронить час назад проездной карточку ТАТ в раздевалке у 43 ящика. Посмотрите, плз!",1,0,1,395,11873065,1379836187,"Посмотрела, не нашла ни в ящике ни рядом(( людей в женской еще не было",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1441,1441,392,1379659054,"Сегодня у нас появился новый тренажер!Многие наверое видели подобные конкурсы в парках Москвы,где можно выиграть при навыках около 2000 рублей.Предлагаю за зиму серьезно подготовиться и лето начать с нормальных зароботков!!!!!!!!!!!",5,0,1,393,11873065,1379770816,"Если Вы поставите рекорд дня по времени - бесплатный кофе! Если провисите больше 2 минут - бесплатное следующее посещение! Приходите, мы Вас ждем!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1442,1442,379,1376980579,,0,0,2,384,284016,1377363525,Лучше уж смотреть в оригинале :) http://www.m24.ru/videos/26610,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}","[{'type': 'link', 'link': {'url': 'http://www.m24.ru/videos/26610', 'caption': 'www.m24.ru', 'description': 'Экстремальный спорт без экстрима – это скалолазание в закрытом помещении. В скалодроме небольшая опасность все-таки есть: в любой момент можно быстро спуститься с высоты.  \nДля скалолазания по стене, особенно по отвесной, нужна хорошая силовая подготовка', 'photo': {'album_id': -2, 'date': 1377363528, 'id': 309835652, 'owner_id': 100, 'sizes': [{'height': 95, 'type': 'm', 'width': 130, 'url': 'https://sun9-80.userapi.com/z6qY5VqIzqYo0539RMFFCgHi2pC46VNuqlY4fQ/xIfEF8t8d2A.jpg'}, {'height': 55, 'type': 's', 'width': 75, 'url': 'https://sun9-56.userapi.com/YKBjKKGHStoKOUI4AAP4k3QC8I39vx-vQKq12Q/L9iFzMXOSlw.jpg'}, {'height': 110, 'type': 'x', 'width': 150, 'url': 'https://sun9-43.userapi.com/pvZGLJDexrkCLAifEa8UV7_rsdmbaByMRKJMlA/eYjQIttzfoI.jpg'}], 'text': '', 'user_id': 100, 'web_view_token': '07368e6b43e90b6015', 'has_tags': False}, 'title': '""Утро"": Как правильно забраться на вершину скалодрома'}}]",,,,
1443,1443,379,1376980579,,0,0,2,385,2968349,1377494322,"Спасибо за совет. Если бы у меня через пять минут после эфира был бы оригинал, ...",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,,
1444,1444,375,1376469160,"У Нас новый Тренер!!!

Снопов Станислав

Родился 03/12/1989 г. , лазает с 1996 г. 
Кандидат в мастера спорта.

Победитель первенства России 
по боулдерингу в 2004, неоднократный 
призер этапов кубков России 
во всех трех дисциплинах. 

Имеет педагогическое образование МПГУ.

Работает с детской школой скалолазания. Имеет за плечами большой опыт поездок на скалы по всей России и в Крыму. Соревновательный опыт помогает вовремя замечать и исправлять ошибки. Станислав поможет ребенку развиться физически и эмоционально, путем преодоления трудностей. Своей сильной стороной считает терпение и увлеченность.

Основными задачами на детской тренировке Станислав считает укрепление общей физической подготовки организма и способствование возникновению товарищеских отношений между членами команды.

Расписание работы: http://rzclimbing.ru/climbing-school/ours-coach.html",7,1,2,376,10673387,1376473786,ахаххах)))) Стасик))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1445,1445,375,1376469160,"У Нас новый Тренер!!!

Снопов Станислав

Родился 03/12/1989 г. , лазает с 1996 г. 
Кандидат в мастера спорта.

Победитель первенства России 
по боулдерингу в 2004, неоднократный 
призер этапов кубков России 
во всех трех дисциплинах. 

Имеет педагогическое образование МПГУ.

Работает с детской школой скалолазания. Имеет за плечами большой опыт поездок на скалы по всей России и в Крыму. Соревновательный опыт помогает вовремя замечать и исправлять ошибки. Станислав поможет ребенку развиться физически и эмоционально, путем преодоления трудностей. Своей сильной стороной считает терпение и увлеченность.

Основными задачами на детской тренировке Станислав считает укрепление общей физической подготовки организма и способствование возникновению товарищеских отношений между членами команды.

Расписание работы: http://rzclimbing.ru/climbing-school/ours-coach.html",7,1,2,562,96469,1392095396,знакомый камень ),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1446,1446,369,1376387288,Видео Прогулка по скалодрому RockZona,4,0,1,435,158605425,1383942796,"Если че, то ноги на последней секунде-мои:)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1447,1447,368,1376383292,Первые посетители скалодрома после апгрейда фото: http://vk.com/album-38936316_177855919,11,0,4,370,95826274,1376401920,Очень круто!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1448,1448,368,1376383292,Первые посетители скалодрома после апгрейда фото: http://vk.com/album-38936316_177855919,11,0,4,371,115113842,1376404476,Круто!!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1449,1449,368,1376383292,Первые посетители скалодрома после апгрейда фото: http://vk.com/album-38936316_177855919,11,0,4,372,1704067,1376417905,"ой, как здорово! очень ярко и позитивно =)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1450,1450,368,1376383292,Первые посетители скалодрома после апгрейда фото: http://vk.com/album-38936316_177855919,11,0,4,373,790808,1376420145,Уже есть размеченные трассы?,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1451,1451,362,1376295678,"Ребят, подскажите новичку, сколько будет стоить первое занятие, если, например, сегодня прийти?",2,0,3,363,193242675,1376307103,"250рублей до 5 часов, после 5 350 рублей вход + аренда снаряжения скальные туфли 150рублей
Занятие с тренером стоит 950 рублей + аренда снаряжения 150 рублей(тренеровка длится 2 часа",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1452,1452,362,1376295678,"Ребят, подскажите новичку, сколько будет стоить первое занятие, если, например, сегодня прийти?",2,0,3,364,2968349,1376336117,";)))) Ну Стас, ты загнул!!!! :)))) 5 300... за вход... Гы-гы...",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1453,1453,362,1376295678,"Ребят, подскажите новичку, сколько будет стоить первое занятие, если, например, сегодня прийти?",2,0,3,365,2968349,1376336220,См. цены на сайте:http://rzclimbing.ru/prices/#.Ugk5Rm1qbq0,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1454,1454,356,1376256651,"Как Вы уже поняли, дизайн скалодрома сильно изменился...
Вот откуда все пошло))) - http://www.youtube.com/watch?v=c8dX-A4h2DU",6,0,1,358,115113842,1376286466,Та у синего цвета оттенок другой !,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1455,1455,355,1376254686,"Пошли уже третьи сутки непрерывных работ на скалодроме. Дело движется к завершению. Идет накрутка зацепов. Сегодня, с 15-00, мы ждем все Вас на обновленном скалодроме. Надеемся, Вам понравится!
Хочется сказать большое спасибо тем, кто все эти дни нам помогал:
Алексей Горлов
Алексей Шаповалов
Алексей Корочков
Ольга Роева
Настя Иноземцева
Дилия Азизова
Кирилл Полищук
Денис Крылов
Стас Снопов
Стас Шаяхметов
Стас Фофонов
Анна Ракицкая
Павел Берестов
Антонов Олег
Свиридов Антон и всем остальным помощникам.
Отдельное спасибо Галине Растворовой за огромную помощь в течении всего этого времени.",16,0,1,367,1102447,1376383228,"ух ты, классно как!!!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1456,1456,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,346,3507967,1376243829,Ну ничего себе. Надо сходить),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1457,1457,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,347,139415877,1376243864,Это  здорово!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1458,1458,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,348,2326972,1376244537,"Так ярко и позитивно! Супер=) И скорость, конечно, да=)!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1459,1459,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,349,3339907,1376244684,Очень симпатично),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1460,1460,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,350,2222901,1376244849,Отлично),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1461,1461,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,351,41652265,1376246901,глаз радуется),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1462,1462,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,352,6612589,1376247933,цвета позитивные!!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1463,1463,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,353,9468624,1376249274,Вообще круто!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1464,1464,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,354,18131201,1376249704,красота)))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1465,1465,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,357,115113842,1376285824,Стас !Мы тебя поздравляем от всей души в соревнованиях по гонкам !!!!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,9468624.0,353.0
1466,1466,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,359,9468624,1376290410,"Спасибо Вова,а я вас с радужным скалодромом,он теперь очень красивый!!!!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1467,1467,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,360,9468624,1376290450,"Спасибо Вова,а я вас с радужным скалодромом,он теперь очень красивый!!!!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1468,1468,345,1376243756,Всего два дня и две ночи ! Кака вам??????,38,4,13,361,9468624,1376290495,"Спасибо Вова,а я вас с радужным скалодромом,он теперь очень красивый!!!!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1469,1469,337,1376163887,Перекраска и перекрут нашего зала RockZona идет полным ходом. Результат на лицо ..............,18,2,6,338,1491008,1376164673,"Классная расцветка!! Вов, мог и клич кинуть... Подсобил бы с покраской :)) валиком помахал.... :)))",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1470,1470,337,1376163887,Перекраска и перекрут нашего зала RockZona идет полным ходом. Результат на лицо ..............,18,2,6,339,1169665,1376172557,"Блин, теперь скальниками стены трогать жалко будет =)",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1471,1471,337,1376163887,Перекраска и перекрут нашего зала RockZona идет полным ходом. Результат на лицо ..............,18,2,6,340,790808,1376200763,"Вау, теперь веселей стало",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1472,1472,337,1376163887,Перекраска и перекрут нашего зала RockZona идет полным ходом. Результат на лицо ..............,18,2,6,341,5071183,1376207281,Прелесть! :),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1473,1473,337,1376163887,Перекраска и перекрут нашего зала RockZona идет полным ходом. Результат на лицо ..............,18,2,6,343,5832838,1376214647,Красота тотальная))) ждите в гости,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1474,1474,337,1376163887,Перекраска и перекрут нашего зала RockZona идет полным ходом. Результат на лицо ..............,18,2,6,344,86412465,1376229480,Ого !!!Вот это дааа))Молодцы!!),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1475,1475,324,1375168354,Непал в ноябре. Приглашаем Вас на треккинг вокруг массива Аннапурны - это один из самых красивых треков мира.,2,0,1,328,1216121,1375172374,группа Climbplanet VK:  www.vk.com/climbplanet,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1476,1476,317,1374680126,"Совсем скоро, через неделю, на нашем скалодроме появится 18 совершенно новых рельефов. Вот один из этой серии..Знаете ли Вы кто делает такие формы???",3,0,3,319,26401855,1374690326,"X-cult, в Скалатории есть такой)))",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1477,1477,317,1374680126,"Совсем скоро, через неделю, на нашем скалодроме появится 18 совершенно новых рельефов. Вот один из этой серии..Знаете ли Вы кто делает такие формы???",3,0,3,320,5502297,1374701423,Ахахаах. Подколол :)))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1478,1478,317,1374680126,"Совсем скоро, через неделю, на нашем скалодроме появится 18 совершенно новых рельефов. Вот один из этой серии..Знаете ли Вы кто делает такие формы???",3,0,3,322,-38936316,1374766449,Теперь и у нас будут))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,,
1479,1479,301,1372231912,Хотите поехать в тренировочный выезд на скалы с climbplanet.ru! Примите участие в опросе и мы создадим  выезд туда куда хочется Вам!,0,0,2,302,63200,1372232216,В декабре в Тайланд!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1480,1480,301,1372231912,Хотите поехать в тренировочный выезд на скалы с climbplanet.ru! Примите участие в опросе и мы создадим  выезд туда куда хочется Вам!,0,0,2,303,95826274,1372363373,"В Magic Wood, все лазать боулдеринг!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1481,1481,283,1370423472,Новость для тех кто любит прохладу: с 05 по 17 июня у нас на скалодроме плановое отключение горячей воды !,7,1,1,284,179622578,1370425077,Вот счастье! Наконец то холодненькая)))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1482,1482,281,1370379140,Без слов ......https://www.facebook.com/detinashi,9,0,1,295,95939206,1371561600,у нас прям какая же штука есть! =)))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1483,1483,277,1369945417,http://serialu.net/kulagin-i-partnery/ Вот ссылка на сериал котрый снимали у нас на скалодроме. Серия 1136 . По моему прикольно!!!!!!!!!!!!!!,1,0,3,279,2027983,1370022829,а почему на 9 минуте девушки страховку снимают? никого в Рокзоне в страховке не видела))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1484,1484,277,1369945417,http://serialu.net/kulagin-i-partnery/ Вот ссылка на сериал котрый снимали у нас на скалодроме. Серия 1136 . По моему прикольно!!!!!!!!!!!!!!,1,0,3,280,-38936316,1370191047,можно посмотреть в контакте!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,,
1485,1485,277,1369945417,http://serialu.net/kulagin-i-partnery/ Вот ссылка на сериал котрый снимали у нас на скалодроме. Серия 1136 . По моему прикольно!!!!!!!!!!!!!!,1,0,3,282,115113842,1370421402,"[id2027983|Ксения], Таков замысел режисера!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,2027983.0,279.0
1486,1486,272,1369645778,"Внимание!!! 
 По многочисленным просьбам скалодром RoсkZona  с 1 июня будет работать в среду и пятницу утром, с 7-00 до 12-00. Стоимость посещения 250 руб. 
Приходите!!! Ждем Вас!!!",14,4,1,285,9606575,1370453165,"Олично! Буду у вас по утрам, начиная со следующей пятницы. Спасибо!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1487,1487,270,1369644694,"Сидим на радио Спорт, тренируем скороговорки)
Шары у Шуры хороши, шарами Шуры пошурши.",3,0,1,271,187205772,1369644806,Класная скороговорка!!!!!!!!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1488,1488,269,1369528741,"Друзья, если мои любимые часики оранжевые нашлись, то буду очень счастлива! :). Свотч пластиковые, с анемоном на циферблате без цифр.",0,0,1,273,115113842,1369652146,Нашлись,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1489,1489,261,1368905040,а у вас только боулдеринговый зал?обычных трасс вообще нет?,0,0,1,262,95826274,1368995300,"на скаладроме RockZona есть много трасс по определенным стикерам , а еще проходит фестиваль!",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1490,1490,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,247,9606575,1368721710,С 7.00 утра возможно? ),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1491,1491,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,249,20135245,1368739590,По утрам было бы самое то!С девяти-десяти..где то так:),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1492,1492,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,250,115113842,1368858588,"[id9606575|Иван], А дни недели/",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,9606575.0,247.0
1493,1493,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,251,-38936316,1368858657,"[id20135245|Юрий], А желаемые дни недели ?",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,20135245.0,249.0
1494,1494,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,252,9606575,1368870681,"[id115113842|Владимир], либо понедельник и среда, либо вторник и четверг. Разницы для меня нет.",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,115113842.0,250.0
1495,1495,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,253,115113842,1368872364,Мы так примерно и думали,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1496,1496,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,254,20135245,1368888383,Среда или пятница!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1497,1497,246,1368720192,Дорогие друзья! Мы вновь задумались о работе нашего спортзала по утрам.Вроде логично:народу мало цены ниже.Напишите свои пожелания о днях и времени!!!!!!!,3,0,8,263,95826274,1368995471,Сделайте опрос пожалуйста открытый на эту тему!!!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1498,1498,241,1368532224,"Ребята, будете что-то с кондиционером/вентиляцией думать? Хотел с ребенком прийти, но сейчас люто душно.",0,0,1,266,115113842,1369466755,Да сейчас все в процессе приходите лютой духоты уже нет,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1499,1499,237,1367745508,"Дорогие администраторы!
Скажите, пожалуйста (желательно сегодня): если человек хочет просто прийти и посмотреть на лазающих товарищей, ему нужно оплачивать вход?",0,0,1,238,11873065,1367749024,"Добрый день,оплачивать вход не нужно",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1500,1500,228,1367402728,"Как я уже говорил у нас снимали сериал < Кулагин и партнеры>.В нем принимала участие Президент ФСМ Анна Сергеевна Ракицкая.Сюжет запутанный: одна спортсменка скалолазка что-бы попасть в Сборную проломила голову своей конкурентке , а та переспала со своим тренером и по совместительству с папой соперницы..........",6,1,2,229,3507967,1367404688,Стыд-то какой,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1501,1501,228,1367402728,"Как я уже говорил у нас снимали сериал < Кулагин и партнеры>.В нем принимала участие Президент ФСМ Анна Сергеевна Ракицкая.Сюжет запутанный: одна спортсменка скалолазка что-бы попасть в Сборную проломила голову своей конкурентке , а та переспала со своим тренером и по совместительству с папой соперницы..........",6,1,2,230,1898663,1367405560,Жесть,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1502,1502,224,1367173934,"Привет, друзья) 
Встречайте нового участника и нового любителя по скалолазанию)",1,0,1,225,11873065,1367180629,Встречаем с музыкой),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1503,1503,219,1367074667,А у нас новый экспонат !!!!,3,1,2,220,1722715,1367082366,инженер),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1504,1504,219,1367074667,А у нас новый экспонат !!!!,3,1,2,222,11873065,1367094724,А то))) уровень),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,1722715.0,220.0
1505,1505,211,1366308488,"ВНИМАНИЕ!
1,2,3,4,5,9,10,11,12 МАЯ СКАЛОДРОМ РАБОТАЕТ В РЕЖИМЕ ПРАЗДНИЧНОГО ДНЯ С 10.00 ДО 23.00!!!",4,0,1,213,2968349,1366373708,В режиме NON-STOP :)))))))))))))))))),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1506,1506,206,1365487604,"Скалодром RockZona поздравляет Владимира Нецветаева-Долгалева с Днем Рождения!!! Дорогой наш Вова, процветания тебе и гармонии! Друзей только хороших. Партнеров только надежных. 
 Семейного счастья и долголетия!!!",10,0,1,207,93168432,1365500010,с днем пождения :),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1507,1507,199,1364836804,Голосуем,1,1,1,234,-38936316,1367682905,Соревнования пройдут 28-29 июня (парк Коломенское согласовал только эти даты!) ЖДИТЕ анонсов!,-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,True,,,
1508,1508,182,1362143270,"Сегодня эта обувь из знамеитой фразы : ""Дайте тапочки я с крыши съеду!"" заняла почетное место у нас на скалодроме.Угадай кому из известных в прошлом скалолазов  принадлежит сиё изречение и получи бесплатное посещение.",3,0,2,185,6966143,1363202261,Я думаю Алексей Ш. )),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1509,1509,182,1362143270,"Сегодня эта обувь из знамеитой фразы : ""Дайте тапочки я с крыши съеду!"" заняла почетное место у нас на скалодроме.Угадай кому из известных в прошлом скалолазов  принадлежит сиё изречение и получи бесплатное посещение.",3,0,2,195,11873065,1363980156,Правильно),-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
1510,1510,176,1361715192,Ребят я тоже не могу дозвониться на тел.8 (499) 409-16-90 для записи!!!Есть еще контакты??,0,0,1,177,11873065,1361782500,"вчера у нас были проблемы с телефонной связью,но они уже устранены, по будням после 15.00 можете звонить",-38936316.0,[],"{'count': 0, 'items': [], 'can_post': True, 'show_reply_button': True, 'groups_can_post': True}",,,,,
